Student,FinalGrade1403,Transfer,ACT_Score,ACT_Math,HS_GPA,success
1622,90,no,26,28,3.21,yes
1623,57,yes,27,20,2.35,yes
1624,44,no,20,18,2.91,no
1625,70,no,28,28,3,yes
1626,85,no,23,28,3.34,yes
1627,64,yes,29,26,3,yes
1628,89,no,26,25,2.29,yes
1629,68,no,23,16,2.83,no
1630,51,no,19,31,4,yes
1631,82,no,31,24,3.89,yes
1632,81,no,19,12,2.27,yes
1633,76,no,20,25,2.94,yes
1634,92,no,25,25,2.6,yes
1635,77,no,15,10,2.35,yes
1636,91,no,22,20,2.14,yes
1637,98,no,27,21,2.85,yes
1638,84,no,20,20,2.34,no
1639,91,no,17,16,2.94,yes
1640,69,no,20,25,2.45,yes
1641,85,no,22,19,2.44,yes
1642,98,no,29,31,2.99,yes
1643,68,no,27,28,3.5,yes
1644,78,no,30,22,2.83,yes
1645,83,no,21,14,3.38,no
1646,80,no,24,26,2.8,yes
1647,78,yes,20,21,2.95,yes
1648,92,no,26,26,2.99,yes
1649,73,no,26,35,2.65,yes
1650,100,no,19,19,2.96,yes
1651,84,no,24,23,3.23,yes
1652,69,no,22,10,2.92,no
1653,75,no,17,23,2.13,no
1654,82,no,18,16,2.55,yes
1655,91,no,24,36,2.4,yes
1656,79,no,30,24,2.94,yes
1657,100,no,17,11,2.71,yes
1658,54,no,23,21,3.34,no
1659,96,no,18,16,3.21,yes
1660,84,no,22,25,3.39,yes
1661,78,no,20,20,4,yes
1662,76,no,23,24,3.23,yes
1663,52,no,21,17,3.18,no
1664,92,no,15,12,2.25,yes
1665,88,no,24,18,2.66,yes
1666,95,no,25,28,2.98,yes
1667,63,no,17,23,3.72,yes
1668,78,no,20,17,3.06,yes
1669,86,no,26,24,2.85,yes
1670,83,no,24,17,2.66,yes
1671,60,yes,22,24,2.7,yes
1672,77,no,18,18,2.2,yes
1673,89,no,22,16,4,yes
1674,68,no,24,30,3.73,yes
1675,80,no,21,24,2.99,yes
1676,98,no,20,31,3.63,yes
1677,98,no,22,22,2.84,yes
1678,80,no,26,27,3.24,yes
1679,69,yes,21,18,2.21,yes
1680,74,no,19,23,3.2,yes
1681,85,no,20,24,2.3,yes
1682,66,no,24,25,2.48,yes
1683,88,no,25,27,3.5,yes
1684,92,yes,21,18,2.73,yes
1685,80,no,24,23,3.24,yes
1686,84,no,31,30,3.13,yes
1687,84,no,19,13,2.39,no
1688,80,no,31,36,2.44,yes
1689,84,no,29,29,2.08,yes
1690,78,yes,29,22,3.55,yes
1691,82,no,19,7,2.91,no
1692,91,no,22,34,2.3,yes
1693,53,no,24,18,3.8,no
1694,80,yes,15,12,2.63,no
1695,84,no,21,16,3.26,yes
1696,78,no,24,25,2.63,yes
1697,72,no,31,24,3.59,yes
1698,85,no,26,19,2.45,no
1699,77,no,14,11,2.4,yes
1700,87,no,25,28,2.99,yes
1701,61,no,24,27,3.54,yes
1702,66,no,19,16,2.62,no
1703,88,no,28,23,3.14,yes
1704,97,no,26,22,2.64,yes
1705,99,no,27,27,3.27,yes
1706,95,no,19,18,2.6,yes
1707,76,no,19,8,3.41,no
1708,73,no,22,22,2.34,yes
1709,74,yes,24,26,2.14,yes
1710,85,yes,22,21,2.52,yes
1711,82,yes,30,31,2.73,yes
1712,88,yes,23,19,3.33,yes
1713,70,no,25,23,3.31,yes
1714,90,no,17,12,2.24,yes
1715,98,no,12,13,2.72,yes
1716,84,no,18,20,2.78,yes
1717,99,no,29,22,3.5,yes
1718,96,no,23,15,3.63,yes
1719,67,no,18,13,2.99,no
1720,97,no,22,23,2.62,yes
1721,83,no,21,19,2.85,yes
1722,87,no,17,15,2.05,yes
1723,78,yes,24,16,2.5,yes
1724,67,yes,18,26,2.25,no
1725,46,no,18,12,2.2,no
1726,74,no,23,28,2.26,yes
1727,88,no,18,8,2.49,yes
1728,56,no,20,9,3.82,no
1729,50,no,21,25,3.66,no
1730,99,no,19,12,2.98,yes
1731,82,no,24,15,2.47,yes
1732,95,no,29,24,3.37,yes
1733,84,no,25,19,2.93,yes
1734,82,no,22,23,2.1,yes
1735,86,no,23,17,2.47,yes
1736,79,no,22,20,2.92,yes
1737,75,no,24,19,3.09,yes
1738,78,no,20,14,2.9,no
1739,78,no,19,21,3.54,yes
1740,85,no,18,18,2.8,yes
1741,68,no,18,23,2.25,yes
1742,72,yes,16,23,3.4,yes
1743,88,no,20,24,2.81,yes
1744,63,no,30,29,2.24,yes
1745,79,no,20,19,2.77,no
1746,74,no,22,21,2.02,no
1747,83,no,21,16,2.84,yes
1748,94,no,19,16,2.65,yes
1749,74,no,26,24,2.58,yes
1750,89,no,20,21,3.93,yes
1751,77,no,22,31,3.47,yes
1752,77,no,19,16,3.68,yes
1753,91,no,20,14,2.79,yes
1754,77,no,13,8,3.89,no
1755,92,no,17,13,2.12,yes
1756,68,no,23,20,3.73,yes
1757,99,no,23,22,2.61,yes
1758,98,no,18,21,2.9,yes
1759,100,no,18,15,3.26,yes
1760,90,no,18,16,2.8,yes
1761,91,no,14,8,3.16,yes
1762,85,yes,19,17,3.06,yes
1763,66,no,17,11,2.95,no
1764,82,no,27,25,2.94,yes
1765,81,no,18,16,2.44,yes
1766,71,no,20,18,2.12,no
1767,90,no,27,26,3.25,yes
1768,90,no,21,22,3.6,yes
1769,82,no,26,28,2.51,yes
1770,92,no,20,21,2.15,yes
1771,80,no,18,20,2.87,yes
1772,79,yes,27,26,2.59,yes
1773,75,no,18,20,3.84,yes
1774,41,no,19,27,2.72,no
1775,87,no,21,20,3.34,yes
1776,75,no,27,30,2.96,yes
1777,87,no,20,12,2.24,yes
1778,84,yes,21,11,2.08,yes
1779,84,yes,29,31,3.25,yes
1780,89,no,36,36,3.67,yes
1781,66,no,24,23,3.36,yes
1782,63,yes,23,25,4,yes
1783,78,no,25,34,2.89,yes
1784,96,no,24,14,3.03,yes
1785,92,yes,20,17,2.75,yes
1786,65,no,23,21,2.95,no
1787,87,yes,19,15,2.98,yes
1788,67,no,21,26,2.68,yes
1789,94,yes,24,26,2.95,yes
1790,77,no,22,30,2.99,yes
1791,52,no,19,16,2.12,no
1792,98,yes,24,23,3.66,yes
1793,70,no,21,26,2.85,yes
1794,97,no,18,16,2.97,yes
1795,79,no,28,29,3.23,yes
1796,85,no,19,12,2.81,yes
1797,73,no,31,30,2.9,yes
1798,63,no,27,33,3.09,yes
1799,66,no,24,20,2.17,yes
1800,89,no,17,12,3.17,yes
1801,63,no,23,23,3.39,yes
1802,86,no,29,29,2.4,yes
1803,98,no,26,27,3.8,yes
1804,73,no,28,31,3.19,yes
1805,83,no,21,16,2.35,yes
1806,64,no,20,21,2.39,no
1807,82,yes,14,16,2.25,no
1808,81,no,29,22,3.01,yes
1809,74,no,24,15,2.43,yes
1810,74,no,17,18,2.86,no
1811,88,no,19,17,3.83,yes
1812,88,yes,23,28,2.94,yes
1813,78,no,15,16,2.86,no
1814,51,no,29,25,2.79,yes
1815,81,no,27,20,2.49,yes
1816,73,no,28,26,4,yes
1817,59,no,23,22,2.97,no
1818,98,yes,24,22,2.78,yes
1819,82,no,26,27,2.45,yes
1820,80,no,23,27,2.91,yes
1821,97,no,18,17,2.53,yes
1822,68,no,23,22,2.69,yes
1823,85,yes,29,26,2.86,yes
1824,90,no,16,22,2.52,yes
1825,89,no,29,28,2.89,yes
1826,82,no,14,13,2.99,no
1827,81,no,29,25,3.5,yes
1828,99,no,19,19,2.17,yes
1829,98,no,23,23,2.7,yes
1830,56,no,18,15,2.51,no
1831,99,no,20,14,3.28,yes
1832,51,no,23,15,3.2,no
1833,70,no,16,18,3.02,no
1834,64,no,25,31,3.64,yes
1835,93,no,23,10,3.52,yes
1836,87,no,18,21,2.79,yes
1837,79,yes,23,17,2.11,no
1838,83,no,27,25,4,yes
1839,77,no,22,19,2.82,yes
1840,88,no,25,20,2.32,yes
1841,99,no,23,21,2.82,yes
1842,73,no,30,29,3.29,yes
1843,83,no,21,12,3.02,no
1844,71,no,26,25,2.42,yes
1845,61,no,18,19,3.69,no
1846,83,no,20,18,2.54,yes
1847,61,no,22,21,2.87,yes
1848,92,no,17,13,3.01,yes
1849,46,no,22,22,2.11,yes
1850,55,no,23,21,3.68,yes
1851,71,no,19,20,2.02,yes
1852,90,no,14,11,2.16,yes
1853,77,no,15,19,2.38,no
1854,90,no,22,22,2.83,yes
1855,94,no,28,22,2.98,yes
1856,58,no,11,4,3.25,no
1857,69,no,16,11,3.2,no
1858,58,yes,20,20,2.52,yes
1859,91,yes,15,20,2.42,yes
1860,83,no,24,21,2.34,yes
1861,76,no,17,24,3.34,yes
1862,98,no,20,25,4,yes
1863,89,yes,23,26,2.67,yes
1864,99,no,12,6,2.51,no
1865,84,no,17,15,2.3,no
1866,83,yes,17,15,2.62,yes
1867,83,no,16,16,2.77,yes
1868,72,no,23,20,3.23,yes
1869,73,yes,20,27,2.36,yes
1870,96,no,25,34,2.53,yes
1871,88,no,21,23,3.07,yes
1872,95,yes,25,25,2.99,yes
1873,81,no,25,29,2.9,yes
1874,57,no,23,17,2.95,yes
1875,88,no,18,18,3.43,yes
1876,66,no,23,22,3.66,yes
1877,71,no,24,24,2,yes
1878,93,no,18,24,3.8,yes
1879,90,no,22,21,2.39,yes
1880,49,no,24,28,2.79,no
1881,73,no,14,4,4,no
1882,87,no,20,28,2.52,yes
1883,56,no,20,17,3.2,no
1884,84,no,24,13,2.74,yes
1885,89,no,22,20,2.88,yes
1886,72,no,27,30,2.26,yes
1887,85,yes,24,20,2.95,yes
1888,98,no,23,19,2.01,yes
1889,61,no,22,19,2.41,no
1890,62,no,23,13,3.25,no
1891,93,no,19,13,2.25,yes
1892,85,no,22,23,3.1,yes
1893,58,no,26,21,2.89,yes
1894,71,no,22,26,2.68,yes
1895,98,no,24,32,2.27,yes
1896,80,no,21,33,2.65,yes
1897,97,no,24,9,3.07,yes
1898,82,no,24,24,2.74,yes
1899,86,no,30,25,3.11,yes
1900,85,no,9,5,2.26,no
1901,59,no,23,26,2.71,yes
1902,84,yes,21,24,4,yes
1903,91,no,29,29,2.2,yes
1904,60,no,21,17,2.72,no
1905,88,no,34,34,2.97,yes
1906,94,yes,29,21,2.34,yes
1907,99,no,25,24,4,yes
1908,84,no,22,19,3.09,yes
1909,59,no,25,30,2.01,yes
1910,53,no,21,21,3.25,no
1911,69,no,22,20,2.93,yes
1912,98,yes,16,26,2.35,yes
1913,74,no,16,7,2.43,no
1914,85,no,21,13,2.64,yes
1915,93,no,24,19,4,yes
1916,96,yes,25,26,2.29,yes
1917,92,no,15,19,3.05,yes
1918,89,no,18,16,2.6,yes
1919,63,no,25,26,4,yes
1920,83,no,17,13,2.94,no
1921,69,no,28,28,3.15,yes
1922,59,no,22,33,2.26,no
1923,94,no,13,8,2.01,yes
1924,87,no,21,22,3.35,yes
1925,73,no,23,19,2.93,yes
1926,74,no,23,26,2.32,yes
1927,91,no,23,27,2.33,yes
1928,93,no,22,22,3.62,yes
1929,64,yes,25,26,2.12,no
1930,84,no,22,14,3.33,yes
1931,52,no,31,23,3.7,no
1932,77,no,22,22,2.37,yes
1933,95,no,21,11,3.39,yes
1934,95,no,25,24,2.75,yes
1935,50,no,25,27,2.32,no
1936,97,no,17,9,2.39,yes
1937,51,no,17,16,2.25,no
1938,66,no,25,26,2.84,yes
1939,63,no,19,19,2.68,no
1940,56,no,22,18,2.94,no
1941,99,no,13,8,2.83,yes
1942,99,yes,18,18,2.16,yes
1943,76,no,33,36,2.36,yes
1944,80,no,24,25,3.31,yes
1945,87,no,15,10,3.47,yes
1946,95,no,31,34,2.13,yes
1947,71,yes,21,14,2.68,yes
1948,83,no,26,34,2.15,yes
1949,79,no,26,28,2.81,yes
1950,64,no,25,26,2.28,yes
1951,86,no,25,28,2.57,no
1952,97,no,15,20,2.82,yes
1953,66,no,20,19,2.31,no
1954,89,yes,19,21,3.59,yes
1955,87,no,23,28,3.01,yes
1956,83,no,22,19,2.12,yes
1957,62,yes,22,19,2.65,yes
1958,61,no,27,31,2.83,yes
1959,86,no,18,19,2.13,yes
1960,92,no,16,14,2.18,yes
1961,66,no,22,26,3.44,yes
1962,83,yes,13,12,2.05,no
1963,94,no,17,17,3.55,yes
1964,92,no,21,20,2.73,yes
1965,65,no,18,13,3.22,no
1966,62,yes,18,16,2.96,no
1967,69,no,22,21,2.7,yes
1968,80,no,30,22,2.65,yes
1969,87,no,23,23,2.69,yes
1970,78,yes,12,14,2.8,no
1971,51,no,23,12,3.34,yes
1972,78,no,23,20,3.55,yes
1973,51,yes,17,9,2.41,no
1974,95,no,23,26,3.25,yes
1975,77,no,22,17,2.98,yes
1976,94,no,30,36,3.27,yes
1977,76,no,17,16,2.95,no
1978,96,no,21,12,2.16,yes
1979,93,no,21,21,3.24,yes
1980,74,no,19,13,2.49,yes
1981,91,no,25,24,2.56,yes
1982,50,no,19,18,3.45,no
1983,81,no,21,28,2.03,yes
1984,99,no,27,21,3.49,yes
1985,72,no,18,11,2.39,no
1986,82,no,23,28,2.25,yes
1987,86,no,21,23,2.14,yes
1988,52,no,17,17,3.86,no
1989,86,no,27,27,2.45,yes
1990,97,no,26,28,3.25,yes
1991,97,no,24,25,2.14,yes
1992,83,no,22,18,3.89,yes
1993,89,no,23,30,2.64,yes
1994,79,no,20,14,2.55,no
1995,91,no,28,32,3.67,yes
1996,95,no,22,12,3,yes
1997,94,yes,24,29,2.12,yes
1998,88,no,26,16,3.22,yes
1999,68,no,32,36,2.57,yes
2000,75,yes,25,27,2.97,yes
